ds;values
05.10.2018 00:00;2230
06.10.2018 00:00;1837
07.10.2018 00:00;2459
08.10.2018 00:00;3547
09.10.2018 00:00;4020
10.10.2018 00:00;2704
11.10.2018 00:00;2554
12.10.2018 00:00;2268
13.10.2018 00:00;1259
14.10.2018 00:00;1463
15.10.2018 00:00;3066
16.10.2018 00:00;3668
17.10.2018 00:00;3638
18.10.2018 00:00;4276
19.10.2018 00:00;3072
20.10.2018 00:00;1450
21.10.2018 00:00;2194
22.10.2018 00:00;5516
23.10.2018 00:00;5619
24.10.2018 00:00;5274
25.10.2018 00:00;5792
26.10.2018 00:00;7246
27.10.2018 00:00;6316
28.10.2018 00:00;9185
29.10.2018 00:00;12646
30.10.2018 00:00;8893
31.10.2018 00:00;7919
01.11.2018 00:00;8775
02.11.2018 00:00;9321
03.11.2018 00:00;8962
04.11.2018 00:00;19252
05.11.2018 00:00;20762
06.11.2018 00:00;11176
07.11.2018 00:00;8612
08.11.2018 00:00;5695
09.11.2018 00:00;4165
10.11.2018 00:00;1918
11.11.2018 00:00;1753
12.11.2018 00:00;3284
13.11.2018 00:00;3232
14.11.2018 00:00;2926
15.11.2018 00:00;2398
16.11.2018 00:00;1965
17.11.2018 00:00;1064
18.11.2018 00:00;1288
19.11.2018 00:00;3365
20.11.2018 00:00;1846
21.11.2018 00:00;1612
22.11.2018 00:00;1362
23.11.2018 00:00;1454
24.11.2018 00:00;844
25.11.2018 00:00;889
26.11.2018 00:00;1680
27.11.2018 00:00;2067
28.11.2018 00:00;2201
29.11.2018 00:00;1726
30.11.2018 00:00;2146
01.12.2018 00:00;774
02.12.2018 00:00;1327
03.12.2018 00:00;1940
04.12.2018 00:00;1670
05.12.2018 00:00;2254
06.12.2018 00:00;1412
07.12.2018 00:00;1484
08.12.2018 00:00;913
09.12.2018 00:00;2146
10.12.2018 00:00;1340
11.12.2018 00:00;1395
12.12.2018 00:00;1316
13.12.2018 00:00;2530
14.12.2018 00:00;1138
15.12.2018 00:00;650
16.12.2018 00:00;789
17.12.2018 00:00;2096
18.12.2018 00:00;1182
19.12.2018 00:00;1905
20.12.2018 00:00;1233
21.12.2018 00:00;974
22.12.2018 00:00;664
23.12.2018 00:00;596
24.12.2018 00:00;734
25.12.2018 00:00;651
26.12.2018 00:00;841
27.12.2018 00:00;1007
28.12.2018 00:00;1422
29.12.2018 00:00;734
30.12.2018 00:00;817
31.12.2018 00:00;1066
01.01.2019 00:00;1704
02.01.2019 00:00;1500
03.01.2019 00:00;1536
04.01.2019 00:00;1243
05.01.2019 00:00;751
06.01.2019 00:00;750
07.01.2019 00:00;1759
08.01.2019 00:00;1452
09.01.2019 00:00;3038
10.01.2019 00:00;1391
11.01.2019 00:00;2115
12.01.2019 00:00;808
13.01.2019 00:00;726
14.01.2019 00:00;1503
15.01.2019 00:00;1391
16.01.2019 00:00;2300
17.01.2019 00:00;1460
18.01.2019 00:00;1279
19.01.2019 00:00;798
20.01.2019 00:00;791
21.01.2019 00:00;1357
22.01.2019 00:00;2347
23.01.2019 00:00;2535
24.01.2019 00:00;1511
25.01.2019 00:00;1388
26.01.2019 00:00;742
27.01.2019 00:00;679
28.01.2019 00:00;1467
29.01.2019 00:00;2397
30.01.2019 00:00;1470
31.01.2019 00:00;2348
01.02.2019 00:00;1416
02.02.2019 00:00;873
03.02.2019 00:00;990
04.02.2019 00:00;1637
05.02.2019 00:00;1700
06.02.2019 00:00;2434
07.02.2019 00:00;1581
08.02.2019 00:00;1391
09.02.2019 00:00;933
10.02.2019 00:00;1822
11.02.2019 00:00;1708
12.02.2019 00:00;1654
13.02.2019 00:00;1735
14.02.2019 00:00;1774
15.02.2019 00:00;1593
16.02.2019 00:00;817
17.02.2019 00:00;1364
18.02.2019 00:00;2386
19.02.2019 00:00;2358
20.02.2019 00:00;2037
21.02.2019 00:00;3015
22.02.2019 00:00;4762
23.02.2019 00:00;1842
24.02.2019 00:00;1136
25.02.2019 00:00;2799
26.02.2019 00:00;2861
27.02.2019 00:00;2691
28.02.2019 00:00;2977
01.03.2019 00:00;3115
02.03.2019 00:00;2141
03.03.2019 00:00;1742
04.03.2019 00:00;6474
05.03.2019 00:00;5439
06.03.2019 00:00;6016
07.03.2019 00:00;7630
08.03.2019 00:00;8811
09.03.2019 00:00;9168
10.03.2019 00:00;23904
11.03.2019 00:00;32439
12.03.2019 00:00;14693
13.03.2019 00:00;7576
14.03.2019 00:00;5063
15.03.2019 00:00;3910
16.03.2019 00:00;1896
17.03.2019 00:00;3510
18.03.2019 00:00;3596
19.03.2019 00:00;4250
20.03.2019 00:00;3678
21.03.2019 00:00;2778
22.03.2019 00:00;4810
23.03.2019 00:00;3792
24.03.2019 00:00;7934
25.03.2019 00:00;3307
26.03.2019 00:00;7136
27.03.2019 00:00;7849
28.03.2019 00:00;9811
29.03.2019 00:00;8076
30.03.2019 00:00;10388
31.03.2019 00:00;12263
01.04.2019 00:00;12029
02.04.2019 00:00;10107
03.04.2019 00:00;8472
04.04.2019 00:00;5771
05.04.2019 00:00;8147
06.04.2019 00:00;6316
07.04.2019 00:00;4635
08.04.2019 00:00;7890
09.04.2019 00:00;8796
10.04.2019 00:00;4422
11.04.2019 00:00;7146
12.04.2019 00:00;6152
13.04.2019 00:00;5477
14.04.2019 00:00;1412
15.04.2019 00:00;1590
16.04.2019 00:00;1545
17.04.2019 00:00;1540
18.04.2019 00:00;1316
19.04.2019 00:00;1803
20.04.2019 00:00;669
21.04.2019 00:00;770
22.04.2019 00:00;1262
23.04.2019 00:00;1541
24.04.2019 00:00;1567
25.04.2019 00:00;1592
26.04.2019 00:00;1647
27.04.2019 00:00;732
28.04.2019 00:00;1666
29.04.2019 00:00;1612
30.04.2019 00:00;1656
01.05.2019 00:00;1126
02.05.2019 00:00;1243
03.05.2019 00:00;1194
04.05.2019 00:00;689
05.05.2019 00:00;702
06.05.2019 00:00;1297
07.05.2019 00:00;1342
08.05.2019 00:00;1304
09.05.2019 00:00;1187
10.05.2019 00:00;1077
11.05.2019 00:00;609
12.05.2019 00:00;653
13.05.2019 00:00;1225
14.05.2019 00:00;1180
15.05.2019 00:00;1191
16.05.2019 00:00;2068
17.05.2019 00:00;993
18.05.2019 00:00;1407
19.05.2019 00:00;518
20.05.2019 00:00;1018
21.05.2019 00:00;2152
22.05.2019 00:00;1196
23.05.2019 00:00;1962
24.05.2019 00:00;1006
25.05.2019 00:00;685
26.05.2019 00:00;620
27.05.2019 00:00;886
28.05.2019 00:00;1939
29.05.2019 00:00;1180
30.05.2019 00:00;1020
31.05.2019 00:00;1032
01.06.2019 00:00;615
02.06.2019 00:00;1548
03.06.2019 00:00;1954
04.06.2019 00:00;1101
05.06.2019 00:00;1092
06.06.2019 00:00;1048
07.06.2019 00:00;1326
08.06.2019 00:00;735
09.06.2019 00:00;1445
10.06.2019 00:00;1036
11.06.2019 00:00;1422
12.06.2019 00:00;1181
13.06.2019 00:00;1114
14.06.2019 00:00;941
15.06.2019 00:00;691
16.06.2019 00:00;676
17.06.2019 00:00;1924
18.06.2019 00:00;1068
19.06.2019 00:00;989
20.06.2019 00:00;998
21.06.2019 00:00;1412
22.06.2019 00:00;601
23.06.2019 00:00;586
24.06.2019 00:00;1114
25.06.2019 00:00;1355
26.06.2019 00:00;1328
27.06.2019 00:00;1058
28.06.2019 00:00;898
29.06.2019 00:00;563
30.06.2019 00:00;666
01.07.2019 00:00;1890
02.07.2019 00:00;1054
03.07.2019 00:00;1051
04.07.2019 00:00;804
05.07.2019 00:00;896
06.07.2019 00:00;1449
07.07.2019 00:00;537
08.07.2019 00:00;1863
09.07.2019 00:00;1019
10.07.2019 00:00;1001
11.07.2019 00:00;1121
12.07.2019 00:00;822
13.07.2019 00:00;630
14.07.2019 00:00;676
15.07.2019 00:00;1052
16.07.2019 00:00;1087
17.07.2019 00:00;1078
18.07.2019 00:00;1053
19.07.2019 00:00;1060
20.07.2019 00:00;624
21.07.2019 00:00;568
22.07.2019 00:00;1036
23.07.2019 00:00;1101
24.07.2019 00:00;1100
25.07.2019 00:00;1230
26.07.2019 00:00;911
27.07.2019 00:00;859
28.07.2019 00:00;923
29.07.2019 00:00;1463
30.07.2019 00:00;1938
31.07.2019 00:00;971
01.08.2019 00:00;967
02.08.2019 00:00;869
03.08.2019 00:00;527
04.08.2019 00:00;561
05.08.2019 00:00;964
06.08.2019 00:00;1032
07.08.2019 00:00;989
08.08.2019 00:00;1138
09.08.2019 00:00;966
10.08.2019 00:00;622
11.08.2019 00:00;989
12.08.2019 00:00;1107
13.08.2019 00:00;1069
14.08.2019 00:00;1226
15.08.2019 00:00;1402
16.08.2019 00:00;1784
17.08.2019 00:00;602
18.08.2019 00:00;1130
19.08.2019 00:00;1124
20.08.2019 00:00;1171
21.08.2019 00:00;1276
22.08.2019 00:00;1227
23.08.2019 00:00;1080
24.08.2019 00:00;704
25.08.2019 00:00;656
26.08.2019 00:00;1174
27.08.2019 00:00;1603
28.08.2019 00:00;1247
29.08.2019 00:00;1593
30.08.2019 00:00;1058
31.08.2019 00:00;889
01.09.2019 00:00;670
02.09.2019 00:00;1047
03.09.2019 00:00;1905
04.09.2019 00:00;1360
05.09.2019 00:00;1399
06.09.2019 00:00;1218
07.09.2019 00:00;646
08.09.2019 00:00;916
09.09.2019 00:00;1471
10.09.2019 00:00;1714
11.09.2019 00:00;3033
12.09.2019 00:00;1597
13.09.2019 00:00;1311
14.09.2019 00:00;801
15.09.2019 00:00;828
16.09.2019 00:00;1648
17.09.2019 00:00;1619
18.09.2019 00:00;2612
19.09.2019 00:00;1564
20.09.2019 00:00;1421
21.09.2019 00:00;1035
22.09.2019 00:00;2907
23.09.2019 00:00;2685
24.09.2019 00:00;1900
25.09.2019 00:00;1925
26.09.2019 00:00;2029
27.09.2019 00:00;1669
28.09.2019 00:00;1124
29.09.2019 00:00;2198
30.09.2019 00:00;2489
01.10.2019 00:00;2335
02.10.2019 00:00;2332
03.10.2019 00:00;2290
04.10.2019 00:00;3002
05.10.2019 00:00;1592
06.10.2019 00:00;3405
07.10.2019 00:00;3019
08.10.2019 00:00;2340
09.10.2019 00:00;2251
10.10.2019 00:00;2249
11.10.2019 00:00;1974
12.10.2019 00:00;1198
13.10.2019 00:00;1242
14.10.2019 00:00;2578
15.10.2019 00:00;2793
16.10.2019 00:00;2713
17.10.2019 00:00;2647
18.10.2019 00:00;2236
19.10.2019 00:00;1391
20.10.2019 00:00;1823
21.10.2019 00:00;4266
22.10.2019 00:00;4270
23.10.2019 00:00;4219
24.10.2019 00:00;4717
25.10.2019 00:00;5271
26.10.2019 00:00;5374
27.10.2019 00:00;9534
28.10.2019 00:00;11097
29.10.2019 00:00;8157
30.10.2019 00:00;7991
31.10.2019 00:00;7589
01.11.2019 00:00;10099
02.11.2019 00:00;8884
03.11.2019 00:00;20630
04.11.2019 00:00;22630
05.11.2019 00:00;12668
06.11.2019 00:00;7575
07.11.2019 00:00;5163
08.11.2019 00:00;3750
09.11.2019 00:00;1884
10.11.2019 00:00;1686
11.11.2019 00:00;2912
12.11.2019 00:00;3599
13.11.2019 00:00;3759
14.11.2019 00:00;3330
15.11.2019 00:00;1920
16.11.2019 00:00;978
17.11.2019 00:00;1562
18.11.2019 00:00;2016
19.11.2019 00:00;2007
20.11.2019 00:00;2241
21.11.2019 00:00;2061
22.11.2019 00:00;1596
23.11.2019 00:00;958
24.11.2019 00:00;967
25.11.2019 00:00;1750
26.11.2019 00:00;1544
27.11.2019 00:00;1454
28.11.2019 00:00;1310
29.11.2019 00:00;1205
30.11.2019 00:00;840
01.12.2019 00:00;957
02.12.2019 00:00;1561
03.12.2019 00:00;1552
04.12.2019 00:00;1503
05.12.2019 00:00;1449
06.12.2019 00:00;1259
07.12.2019 00:00;825
08.12.2019 00:00;801
09.12.2019 00:00;1335
10.12.2019 00:00;1464
11.12.2019 00:00;1247
12.12.2019 00:00;1331
13.12.2019 00:00;1145
14.12.2019 00:00;755
15.12.2019 00:00;1016
16.12.2019 00:00;1072
17.12.2019 00:00;1184
18.12.2019 00:00;1180
19.12.2019 00:00;1497
20.12.2019 00:00;966
21.12.2019 00:00;720
22.12.2019 00:00;746
23.12.2019 00:00;951
24.12.2019 00:00;791
25.12.2019 00:00;749
26.12.2019 00:00;891
27.12.2019 00:00;879
28.12.2019 00:00;822
29.12.2019 00:00;695
30.12.2019 00:00;995
31.12.2019 00:00;1236
01.01.2020 00:00;898
02.01.2020 00:00;1325
03.01.2020 00:00;1321
04.01.2020 00:00;1268
05.01.2020 00:00;1277
06.01.2020 00:00;1659
07.01.2020 00:00;1535
08.01.2020 00:00;1317
09.01.2020 00:00;1310
10.01.2020 00:00;1172
11.01.2020 00:00;811
12.01.2020 00:00;1450
13.01.2020 00:00;1520
14.01.2020 00:00;1375
15.01.2020 00:00;1384
16.01.2020 00:00;1384
17.01.2020 00:00;1664
18.01.2020 00:00;743
19.01.2020 00:00;806
20.01.2020 00:00;1410
21.01.2020 00:00;1592
22.01.2020 00:00;1468
23.01.2020 00:00;1609
24.01.2020 00:00;1353
25.01.2020 00:00;941
26.01.2020 00:00;833
27.01.2020 00:00;1559
28.01.2020 00:00;1478
29.01.2020 00:00;1527
30.01.2020 00:00;1438
31.01.2020 00:00;1322
01.02.2020 00:00;1153
02.02.2020 00:00;803
03.02.2020 00:00;1472
04.02.2020 00:00;1438
05.02.2020 00:00;1415
06.02.2020 00:00;1374
07.02.2020 00:00;1269
08.02.2020 00:00;839
09.02.2020 00:00;821
10.02.2020 00:00;1582
11.02.2020 00:00;1699
12.02.2020 00:00;1654
13.02.2020 00:00;1683
14.02.2020 00:00;1369
15.02.2020 00:00;902
16.02.2020 00:00;949
17.02.2020 00:00;1759
18.02.2020 00:00;2001
19.02.2020 00:00;1984
20.02.2020 00:00;2109
21.02.2020 00:00;1670
22.02.2020 00:00;979
23.02.2020 00:00;1054
24.02.2020 00:00;2288
25.02.2020 00:00;2302
26.02.2020 00:00;2975
27.02.2020 00:00;2708
28.02.2020 00:00;2549
29.02.2020 00:00;1969
01.03.2020 00:00;2160
02.03.2020 00:00;5760
03.03.2020 00:00;5408
04.03.2020 00:00;6152
05.03.2020 00:00;6811
06.03.2020 00:00;8335
07.03.2020 00:00;8515
08.03.2020 00:00;24258
09.03.2020 00:00;21813
10.03.2020 00:00;8959
11.03.2020 00:00;5537
12.03.2020 00:00;3682
13.03.2020 00:00;2510
14.03.2020 00:00;1354
15.03.2020 00:00;1266
16.03.2020 00:00;1876
17.03.2020 00:00;1817
18.03.2020 00:00;1702
19.03.2020 00:00;3087
20.03.2020 00:00;1662
21.03.2020 00:00;1279
22.03.2020 00:00;1608
23.03.2020 00:00;2078
24.03.2020 00:00;2149
25.03.2020 00:00;2199
26.03.2020 00:00;2445
27.03.2020 00:00;2809
28.03.2020 00:00;3957
29.03.2020 00:00;6874
30.03.2020 00:00;5083
31.03.2020 00:00;2985
01.04.2020 00:00;2396
02.04.2020 00:00;2063
03.04.2020 00:00;2750
04.04.2020 00:00;1962
05.04.2020 00:00;1784
06.04.2020 00:00;2318
07.04.2020 00:00;1829
08.04.2020 00:00;1574
09.04.2020 00:00;1524
10.04.2020 00:00;1658
11.04.2020 00:00;1024
12.04.2020 00:00;985
13.04.2020 00:00;1208
14.04.2020 00:00;1433
15.04.2020 00:00;1501
16.04.2020 00:00;1435
17.04.2020 00:00;1239
18.04.2020 00:00;987
19.04.2020 00:00;1099
20.04.2020 00:00;1250
21.04.2020 00:00;1441
22.04.2020 00:00;1303
23.04.2020 00:00;1460
24.04.2020 00:00;1248
25.04.2020 00:00;836
26.04.2020 00:00;959
27.04.2020 00:00;1443
28.04.2020 00:00;1342
29.04.2020 00:00;1432
30.04.2020 00:00;1109
01.05.2020 00:00;958
02.05.2020 00:00;652
03.05.2020 00:00;694
04.05.2020 00:00;997
05.05.2020 00:00;1152
06.05.2020 00:00;1094
07.05.2020 00:00;1111
08.05.2020 00:00;958
09.05.2020 00:00;751
10.05.2020 00:00;731
11.05.2020 00:00;1056
12.05.2020 00:00;1071
13.05.2020 00:00;1075
14.05.2020 00:00;1135
15.05.2020 00:00;1058
16.05.2020 00:00;636
17.05.2020 00:00;694
18.05.2020 00:00;1059
19.05.2020 00:00;1087
20.05.2020 00:00;1029
21.05.2020 00:00;995
22.05.2020 00:00;1007
23.05.2020 00:00;604
24.05.2020 00:00;668
25.05.2020 00:00;882
26.05.2020 00:00;1112
27.05.2020 00:00;1199
28.05.2020 00:00;1070
29.05.2020 00:00;1187
30.05.2020 00:00;658
31.05.2020 00:00;717
01.06.2020 00:00;1030
02.06.2020 00:00;1034
03.06.2020 00:00;1067
04.06.2020 00:00;1169
05.06.2020 00:00;892
06.06.2020 00:00;548
07.06.2020 00:00;613
08.06.2020 00:00;929
09.06.2020 00:00;1068
10.06.2020 00:00;1033
11.06.2020 00:00;1069
12.06.2020 00:00;954
13.06.2020 00:00;575
14.06.2020 00:00;630
15.06.2020 00:00;1105
16.06.2020 00:00;1010
17.06.2020 00:00;1024
18.06.2020 00:00;1170
19.06.2020 00:00;976
20.06.2020 00:00;620
21.06.2020 00:00;678
22.06.2020 00:00;1056
23.06.2020 00:00;992
24.06.2020 00:00;1011
25.06.2020 00:00;939
26.06.2020 00:00;906
27.06.2020 00:00;578
28.06.2020 00:00;622
29.06.2020 00:00;985
30.06.2020 00:00;1062
01.07.2020 00:00;1042
02.07.2020 00:00;931
03.07.2020 00:00;825
04.07.2020 00:00;544
05.07.2020 00:00;555
06.07.2020 00:00;963
07.07.2020 00:00;1015
08.07.2020 00:00;935
09.07.2020 00:00;929
10.07.2020 00:00;900
11.07.2020 00:00;544
12.07.2020 00:00;562
13.07.2020 00:00;995
14.07.2020 00:00;1117
15.07.2020 00:00;1144
16.07.2020 00:00;993
17.07.2020 00:00;943
18.07.2020 00:00;565
19.07.2020 00:00;604
20.07.2020 00:00;1049
21.07.2020 00:00;1149
22.07.2020 00:00;1138
23.07.2020 00:00;1133
24.07.2020 00:00;1005
25.07.2020 00:00;639
26.07.2020 00:00;707
27.07.2020 00:00;1053
28.07.2020 00:00;1050
29.07.2020 00:00;1209
30.07.2020 00:00;1234
31.07.2020 00:00;1002
01.08.2020 00:00;730
02.08.2020 00:00;728
03.08.2020 00:00;1107
04.08.2020 00:00;1071
05.08.2020 00:00;1148
06.08.2020 00:00;1013
07.08.2020 00:00;901
08.08.2020 00:00;673
09.08.2020 00:00;698
10.08.2020 00:00;1083
11.08.2020 00:00;1152
12.08.2020 00:00;1109
13.08.2020 00:00;1051
14.08.2020 00:00;991
15.08.2020 00:00;597
16.08.2020 00:00;670
17.08.2020 00:00;1116
18.08.2020 00:00;1194
19.08.2020 00:00;1164
20.08.2020 00:00;1073
21.08.2020 00:00;1051
22.08.2020 00:00;612
23.08.2020 00:00;705
24.08.2020 00:00;1209
25.08.2020 00:00;1623
26.08.2020 00:00;1342
27.08.2020 00:00;1351
28.08.2020 00:00;1247
29.08.2020 00:00;916
30.08.2020 00:00;824
31.08.2020 00:00;1345
01.09.2020 00:00;1546
02.09.2020 00:00;1702
03.09.2020 00:00;1649
04.09.2020 00:00;1278
05.09.2020 00:00;762
06.09.2020 00:00;861
07.09.2020 00:00;1313
08.09.2020 00:00;1684
09.09.2020 00:00;1577
10.09.2020 00:00;1540
11.09.2020 00:00;1501
12.09.2020 00:00;782
13.09.2020 00:00;948
14.09.2020 00:00;1768
15.09.2020 00:00;1758
16.09.2020 00:00;1946
17.09.2020 00:00;2122
18.09.2020 00:00;1742
19.09.2020 00:00;1036
20.09.2020 00:00;1298
21.09.2020 00:00;2334
22.09.2020 00:00;2227
23.09.2020 00:00;2028
24.09.2020 00:00;1875
25.09.2020 00:00;1738
26.09.2020 00:00;1385
27.09.2020 00:00;2707
28.09.2020 00:00;2513
29.09.2020 00:00;2335
30.09.2020 00:00;2225
01.10.2020 00:00;2271
02.10.2020 00:00;2025
03.10.2020 00:00;1770
04.10.2020 00:00;2419
05.10.2020 00:00;2998
06.10.2020 00:00;2657
07.10.2020 00:00;2684
08.10.2020 00:00;2838
09.10.2020 00:00;2370
10.10.2020 00:00;1376
11.10.2020 00:00;1570
12.10.2020 00:00;2799
13.10.2020 00:00;2905
14.10.2020 00:00;2641
15.10.2020 00:00;2766
16.10.2020 00:00;2561
17.10.2020 00:00;1494
18.10.2020 00:00;1852
19.10.2020 00:00;3870
20.10.2020 00:00;4039
21.10.2020 00:00;4179
22.10.2020 00:00;4436
23.10.2020 00:00;4969
24.10.2020 00:00;6394
25.10.2020 00:00;11307
26.10.2020 00:00;12445
27.10.2020 00:00;9195
28.10.2020 00:00;7716
29.10.2020 00:00;7717
30.10.2020 00:00;9169
31.10.2020 00:00;7637
01.11.2020 00:00;20875
02.11.2020 00:00;21221
03.11.2020 00:00;10912
04.11.2020 00:00;5627
05.11.2020 00:00;4695
06.11.2020 00:00;3434
07.11.2020 00:00;1850
08.11.2020 00:00;1944
09.11.2020 00:00;2874
10.11.2020 00:00;3074
11.11.2020 00:00;2495
12.11.2020 00:00;2421
13.11.2020 00:00;2064
14.11.2020 00:00;1213
15.11.2020 00:00;1217
16.11.2020 00:00;1928
17.11.2020 00:00;2020
18.11.2020 00:00;1869
19.11.2020 00:00;1822
20.11.2020 00:00;1472
21.11.2020 00:00;999
22.11.2020 00:00;989
23.11.2020 00:00;1685
24.11.2020 00:00;1475
25.11.2020 00:00;1364
26.11.2020 00:00;2146
27.11.2020 00:00;1633
28.11.2020 00:00;989
29.11.2020 00:00;874
30.11.2020 00:00;1477
01.12.2020 00:00;1555
02.12.2020 00:00;1601
03.12.2020 00:00;1470
04.12.2020 00:00;1302
05.12.2020 00:00;787
06.12.2020 00:00;770
07.12.2020 00:00;1320
08.12.2020 00:00;1325
09.12.2020 00:00;1246
10.12.2020 00:00;1380
11.12.2020 00:00;1137
12.12.2020 00:00;715
13.12.2020 00:00;844
14.12.2020 00:00;1148
15.12.2020 00:00;1240
16.12.2020 00:00;1446
17.12.2020 00:00;1201
18.12.2020 00:00;1125
19.12.2020 00:00;825
20.12.2020 00:00;891
21.12.2020 00:00;1293
22.12.2020 00:00;1091
23.12.2020 00:00;1054
24.12.2020 00:00;700
25.12.2020 00:00;573
26.12.2020 00:00;564
27.12.2020 00:00;745
28.12.2020 00:00;963
29.12.2020 00:00;1007
30.12.2020 00:00;1010
31.12.2020 00:00;1176
01.01.2021 00:00;1109
02.01.2021 00:00;820
03.01.2021 00:00;733
04.01.2021 00:00;1295
05.01.2021 00:00;1396
06.01.2021 00:00;1362
07.01.2021 00:00;1315
08.01.2021 00:00;1163
09.01.2021 00:00;792
10.01.2021 00:00;690
11.01.2021 00:00;1497
12.01.2021 00:00;1397
13.01.2021 00:00;1572
14.01.2021 00:00;1315
15.01.2021 00:00;1217
16.01.2021 00:00;780
17.01.2021 00:00;637
18.01.2021 00:00;1257
19.01.2021 00:00;1264
20.01.2021 00:00;1162
21.01.2021 00:00;1312
22.01.2021 00:00;1210
23.01.2021 00:00;748
24.01.2021 00:00;778
25.01.2021 00:00;1313
26.01.2021 00:00;1301
27.01.2021 00:00;1393
28.01.2021 00:00;1284
29.01.2021 00:00;1120
30.01.2021 00:00;664
31.01.2021 00:00;686
01.02.2021 00:00;1326
02.02.2021 00:00;1381
03.02.2021 00:00;1407
04.02.2021 00:00;1482
05.02.2021 00:00;1315
06.02.2021 00:00;784
07.02.2021 00:00;819
08.02.2021 00:00;1754
09.02.2021 00:00;1591
10.02.2021 00:00;1600
11.02.2021 00:00;1573
12.02.2021 00:00;1143
13.02.2021 00:00;658
14.02.2021 00:00;799
15.02.2021 00:00;1348
16.02.2021 00:00;1471
17.02.2021 00:00;1506
18.02.2021 00:00;1558
19.02.2021 00:00;1473
20.02.2021 00:00;1037
21.02.2021 00:00;1119
22.02.2021 00:00;2013
23.02.2021 00:00;2091
24.02.2021 00:00;2022
25.02.2021 00:00;2072
26.02.2021 00:00;2183
27.02.2021 00:00;1278
28.02.2021 00:00;1441
01.03.2021 00:00;3359
02.03.2021 00:00;3068
03.03.2021 00:00;3079
04.03.2021 00:00;2917
05.03.2021 00:00;3111
06.03.2021 00:00;2378
07.03.2021 00:00;2603
08.03.2021 00:00;5600
09.03.2021 00:00;5289
10.03.2021 00:00;6529
11.03.2021 00:00;7370
12.03.2021 00:00;9881
13.03.2021 00:00;9511
14.03.2021 00:00;29854
15.03.2021 00:00;28998
16.03.2021 00:00;14370
17.03.2021 00:00;8299
18.03.2021 00:00;5982
19.03.2021 00:00;4862
20.03.2021 00:00;3102
21.03.2021 00:00;2995
22.03.2021 00:00;4480
23.03.2021 00:00;4027
24.03.2021 00:00;4094
25.03.2021 00:00;4179
26.03.2021 00:00;4161
27.03.2021 00:00;4826
28.03.2021 00:00;8963
29.03.2021 00:00;7217
30.03.2021 00:00;4305
31.03.2021 00:00;3790
01.04.2021 00:00;2641
02.04.2021 00:00;1796
03.04.2021 00:00;2165
04.04.2021 00:00;1538
05.04.2021 00:00;2027
06.04.2021 00:00;2818
07.04.2021 00:00;2006
08.04.2021 00:00;2010
09.04.2021 00:00;1558
10.04.2021 00:00;999
11.04.2021 00:00;895
12.04.2021 00:00;1577
13.04.2021 00:00;1770
14.04.2021 00:00;1958
15.04.2021 00:00;1637
16.04.2021 00:00;1422
17.04.2021 00:00;668
18.04.2021 00:00;762
19.04.2021 00:00;1246
20.04.2021 00:00;1337
21.04.2021 00:00;1196
22.04.2021 00:00;1251
23.04.2021 00:00;1121
24.04.2021 00:00;759
25.04.2021 00:00;780
26.04.2021 00:00;1202
27.04.2021 00:00;1172
28.04.2021 00:00;1136
29.04.2021 00:00;1195
30.04.2021 00:00;1090
01.05.2021 00:00;595
02.05.2021 00:00;670
03.05.2021 00:00;993
04.05.2021 00:00;1129
05.05.2021 00:00;1088
06.05.2021 00:00;1031
07.05.2021 00:00;1000
08.05.2021 00:00;611
09.05.2021 00:00;607
10.05.2021 00:00;957
11.05.2021 00:00;1011
12.05.2021 00:00;1104
13.05.2021 00:00;942
14.05.2021 00:00;854
15.05.2021 00:00;518
16.05.2021 00:00;562
17.05.2021 00:00;911
18.05.2021 00:00;1129
19.05.2021 00:00;1189
20.05.2021 00:00;1052
21.05.2021 00:00;894
22.05.2021 00:00;509
23.05.2021 00:00;553
24.05.2021 00:00;892
25.05.2021 00:00;1044
26.05.2021 00:00;985
27.05.2021 00:00;1297
28.05.2021 00:00;974
29.05.2021 00:00;766
30.05.2021 00:00;930
31.05.2021 00:00;932
01.06.2021 00:00;1109
02.06.2021 00:00;1176
03.06.2021 00:00;1150
04.06.2021 00:00;1277
05.06.2021 00:00;527
06.06.2021 00:00;516
07.06.2021 00:00;1040
08.06.2021 00:00;969
09.06.2021 00:00;1007
10.06.2021 00:00;994
11.06.2021 00:00;882
12.06.2021 00:00;559
13.06.2021 00:00;515
14.06.2021 00:00;1093
15.06.2021 00:00;1027
16.06.2021 00:00;937
17.06.2021 00:00;920
18.06.2021 00:00;920
19.06.2021 00:00;482
20.06.2021 00:00;579
21.06.2021 00:00;1054
22.06.2021 00:00;1024
23.06.2021 00:00;944
24.06.2021 00:00;970
25.06.2021 00:00;799
26.06.2021 00:00;536
27.06.2021 00:00;461
28.06.2021 00:00;913
29.06.2021 00:00;942
30.06.2021 00:00;956
01.07.2021 00:00;1019
02.07.2021 00:00;900
03.07.2021 00:00;562
04.07.2021 00:00;503
05.07.2021 00:00;896
06.07.2021 00:00;1000
07.07.2021 00:00;957
08.07.2021 00:00;885
09.07.2021 00:00;842
10.07.2021 00:00;541
11.07.2021 00:00;547
12.07.2021 00:00;981
13.07.2021 00:00;938
14.07.2021 00:00;1000
15.07.2021 00:00;971
16.07.2021 00:00;957
17.07.2021 00:00;613
18.07.2021 00:00;590
