ds;values
19.07.2021 00:00;1040
20.07.2021 00:00;1037
21.07.2021 00:00;1079
22.07.2021 00:00;996
23.07.2021 00:00;930
24.07.2021 00:00;553
25.07.2021 00:00;610
26.07.2021 00:00;988
27.07.2021 00:00;971
28.07.2021 00:00;944
29.07.2021 00:00;949
30.07.2021 00:00;840
31.07.2021 00:00;481
01.08.2021 00:00;585
02.08.2021 00:00;1021
03.08.2021 00:00;1137
04.08.2021 00:00;1812
05.08.2021 00:00;1042
06.08.2021 00:00;909
07.08.2021 00:00;555
08.08.2021 00:00;562
09.08.2021 00:00;1075
10.08.2021 00:00;1058
11.08.2021 00:00;1026
12.08.2021 00:00;963
13.08.2021 00:00;892
14.08.2021 00:00;581
15.08.2021 00:00;539
16.08.2021 00:00;1089
17.08.2021 00:00;1127
18.08.2021 00:00;1111
19.08.2021 00:00;1163
20.08.2021 00:00;1184
21.08.2021 00:00;717
22.08.2021 00:00;683
23.08.2021 00:00;1156
24.08.2021 00:00;1247
25.08.2021 00:00;1152
26.08.2021 00:00;1200
27.08.2021 00:00;930
28.08.2021 00:00;631
29.08.2021 00:00;709
30.08.2021 00:00;1173
31.08.2021 00:00;1472
01.09.2021 00:00;11734
02.09.2021 00:00;1782
03.09.2021 00:00;1202
04.09.2021 00:00;743
05.09.2021 00:00;826
06.09.2021 00:00;1212
07.09.2021 00:00;1492
08.09.2021 00:00;1373
09.09.2021 00:00;1309
10.09.2021 00:00;1123
11.09.2021 00:00;795
12.09.2021 00:00;850
13.09.2021 00:00;1439
14.09.2021 00:00;1463
15.09.2021 00:00;1425
16.09.2021 00:00;1496
17.09.2021 00:00;1281
18.09.2021 00:00;817
19.09.2021 00:00;913
20.09.2021 00:00;1809
21.09.2021 00:00;1963
22.09.2021 00:00;2366
23.09.2021 00:00;1958
24.09.2021 00:00;1712
25.09.2021 00:00;1368
26.09.2021 00:00;1512
27.09.2021 00:00;2372
28.09.2021 00:00;2357
29.09.2021 00:00;2265
30.09.2021 00:00;2167
01.10.2021 00:00;2143
02.10.2021 00:00;2402
03.10.2021 00:00;2383
04.10.2021 00:00;3319
05.10.2021 00:00;2942
06.10.2021 00:00;2492
07.10.2021 00:00;2289
08.10.2021 00:00;1822
09.10.2021 00:00;1155
10.10.2021 00:00;1267
11.10.2021 00:00;2414
12.10.2021 00:00;2546
13.10.2021 00:00;2295
14.10.2021 00:00;2202
15.10.2021 00:00;1833
16.10.2021 00:00;1272
17.10.2021 00:00;1567
18.10.2021 00:00;3248
19.10.2021 00:00;2958
20.10.2021 00:00;2853
21.10.2021 00:00;2645
22.10.2021 00:00;2504
23.10.2021 00:00;1506
24.10.2021 00:00;1937
25.10.2021 00:00;4006
26.10.2021 00:00;4123
27.10.2021 00:00;4254
28.10.2021 00:00;4514
29.10.2021 00:00;5030
30.10.2021 00:00;5604
31.10.2021 00:00;10280
01.11.2021 00:00;12897
02.11.2021 00:00;9716
03.11.2021 00:00;7886
04.11.2021 00:00;7585
05.11.2021 00:00;10330
06.11.2021 00:00;7593
07.11.2021 00:00;19892
08.11.2021 00:00;23188
09.11.2021 00:00;11880
10.11.2021 00:00;7561
11.11.2021 00:00;5215
12.11.2021 00:00;3752
13.11.2021 00:00;1948
14.11.2021 00:00;1766
15.11.2021 00:00;2853
16.11.2021 00:00;2845
17.11.2021 00:00;2475
18.11.2021 00:00;2230
19.11.2021 00:00;1857
20.11.2021 00:00;1042
21.11.2021 00:00;1086
22.11.2021 00:00;1695
23.11.2021 00:00;1603
24.11.2021 00:00;1486
25.11.2021 00:00;1225
26.11.2021 00:00;1105
27.11.2021 00:00;901
28.11.2021 00:00;860
29.11.2021 00:00;1550
30.11.2021 00:00;1522
01.12.2021 00:00;1463
02.12.2021 00:00;1455
03.12.2021 00:00;1242
04.12.2021 00:00;764
05.12.2021 00:00;787
06.12.2021 00:00;1279
07.12.2021 00:00;1278
08.12.2021 00:00;1536
09.12.2021 00:00;1162
10.12.2021 00:00;1100
11.12.2021 00:00;646
12.12.2021 00:00;649
13.12.2021 00:00;1116
14.12.2021 00:00;1146
15.12.2021 00:00;1062
16.12.2021 00:00;1055
17.12.2021 00:00;878
18.12.2021 00:00;535
19.12.2021 00:00;534
20.12.2021 00:00;870
21.12.2021 00:00;1055
22.12.2021 00:00;862
23.12.2021 00:00;705
24.12.2021 00:00;627
25.12.2021 00:00;485
26.12.2021 00:00;540
27.12.2021 00:00;658
28.12.2021 00:00;650
29.12.2021 00:00;734
30.12.2021 00:00;678
31.12.2021 00:00;755
01.01.2022 00:00;710
02.01.2022 00:00;577
03.01.2022 00:00;953
04.01.2022 00:00;1017
05.01.2022 00:00;1006
06.01.2022 00:00;996
07.01.2022 00:00;982
08.01.2022 00:00;583
09.01.2022 00:00;638
10.01.2022 00:00;1122
11.01.2022 00:00;1076
12.01.2022 00:00;1104
13.01.2022 00:00;1090
14.01.2022 00:00;947
15.01.2022 00:00;628
16.01.2022 00:00;632
17.01.2022 00:00;1047
18.01.2022 00:00;1248
19.01.2022 00:00;1197
20.01.2022 00:00;1040
21.01.2022 00:00;1052
22.01.2022 00:00;620
23.01.2022 00:00;629
24.01.2022 00:00;1072
25.01.2022 00:00;1153
26.01.2022 00:00;1068
27.01.2022 00:00;1235
28.01.2022 00:00;1185
29.01.2022 00:00;672
30.01.2022 00:00;684
31.01.2022 00:00;1269
01.02.2022 00:00;1268
02.02.2022 00:00;1343
03.02.2022 00:00;1211
04.02.2022 00:00;1133
05.02.2022 00:00;715
06.02.2022 00:00;812
07.02.2022 00:00;1434
08.02.2022 00:00;1416
09.02.2022 00:00;1529
10.02.2022 00:00;1390
11.02.2022 00:00;1278
12.02.2022 00:00;752
13.02.2022 00:00;766
14.02.2022 00:00;1475
15.02.2022 00:00;1494
16.02.2022 00:00;1493
17.02.2022 00:00;1460
18.02.2022 00:00;1269
19.02.2022 00:00;835
20.02.2022 00:00;877
21.02.2022 00:00;1604
22.02.2022 00:00;1739
23.02.2022 00:00;1876
24.02.2022 00:00;1568
25.02.2022 00:00;1615
26.02.2022 00:00;937
27.02.2022 00:00;1167
28.02.2022 00:00;2682
01.03.2022 00:00;2730
02.03.2022 00:00;2741
03.03.2022 00:00;2634
04.03.2022 00:00;2437
05.03.2022 00:00;1468
06.03.2022 00:00;1968
07.03.2022 00:00;4454
08.03.2022 00:00;5149
09.03.2022 00:00;4959
10.03.2022 00:00;5477
11.03.2022 00:00;7853
12.03.2022 00:00;8972
13.03.2022 00:00;26152
14.03.2022 00:00;26537
15.03.2022 00:00;34522
16.03.2022 00:00;55251
17.03.2022 00:00;19739
18.03.2022 00:00;10174
19.03.2022 00:00;5423
20.03.2022 00:00;4657
21.03.2022 00:00;7140
22.03.2022 00:00;5652
23.03.2022 00:00;5136
24.03.2022 00:00;4921
25.03.2022 00:00;4888
26.03.2022 00:00;5118
27.03.2022 00:00;8114
28.03.2022 00:00;8125
29.03.2022 00:00;4722
30.03.2022 00:00;3823
31.03.2022 00:00;3216
01.04.2022 00:00;2666
02.04.2022 00:00;2314
03.04.2022 00:00;2204
04.04.2022 00:00;3103
05.04.2022 00:00;2448
06.04.2022 00:00;2122
07.04.2022 00:00;1821
08.04.2022 00:00;1575
09.04.2022 00:00;874
10.04.2022 00:00;944
11.04.2022 00:00;1588
12.04.2022 00:00;1492
13.04.2022 00:00;1541
14.04.2022 00:00;1261
15.04.2022 00:00;959
16.04.2022 00:00;808
17.04.2022 00:00;743
18.04.2022 00:00;1253
19.04.2022 00:00;1494
20.04.2022 00:00;1424
21.04.2022 00:00;1335
22.04.2022 00:00;1122
23.04.2022 00:00;776
24.04.2022 00:00;717
25.04.2022 00:00;1221
26.04.2022 00:00;1343
27.04.2022 00:00;1245
28.04.2022 00:00;1149
29.04.2022 00:00;1010
30.04.2022 00:00;663
01.05.2022 00:00;643
02.05.2022 00:00;1027
03.05.2022 00:00;1106
04.05.2022 00:00;1142
05.05.2022 00:00;1233
06.05.2022 00:00;1065
07.05.2022 00:00;826
08.05.2022 00:00;760
09.05.2022 00:00;1313
10.05.2022 00:00;1233
11.05.2022 00:00;1268
12.05.2022 00:00;1223
13.05.2022 00:00;1055
14.05.2022 00:00;678
15.05.2022 00:00;695
16.05.2022 00:00;1306
17.05.2022 00:00;1243
18.05.2022 00:00;1183
19.05.2022 00:00;1211
20.05.2022 00:00;1019
21.05.2022 00:00;644
22.05.2022 00:00;679
23.05.2022 00:00;1139
24.05.2022 00:00;1159
25.05.2022 00:00;1183
26.05.2022 00:00;1157
27.05.2022 00:00;936
28.05.2022 00:00;618
29.05.2022 00:00;693
30.05.2022 00:00;993
31.05.2022 00:00;1102
01.06.2022 00:00;1179
02.06.2022 00:00;1073
03.06.2022 00:00;1035
04.06.2022 00:00;668
05.06.2022 00:00;680
06.06.2022 00:00;1088
07.06.2022 00:00;1144
08.06.2022 00:00;1099
09.06.2022 00:00;1112
10.06.2022 00:00;1051
11.06.2022 00:00;690
12.06.2022 00:00;615
13.06.2022 00:00;1122
14.06.2022 00:00;1117
15.06.2022 00:00;1181
16.06.2022 00:00;1118
17.06.2022 00:00;920
18.06.2022 00:00;663
19.06.2022 00:00;647
20.06.2022 00:00;1101
21.06.2022 00:00;1189
22.06.2022 00:00;1141
23.06.2022 00:00;1170
24.06.2022 00:00;857
25.06.2022 00:00;593
26.06.2022 00:00;633
27.06.2022 00:00;1067
28.06.2022 00:00;1127
29.06.2022 00:00;1064
30.06.2022 00:00;966
01.07.2022 00:00;929
02.07.2022 00:00;540
03.07.2022 00:00;573
04.07.2022 00:00;887
05.07.2022 00:00;1194
06.07.2022 00:00;1248
07.07.2022 00:00;2185
08.07.2022 00:00;943
09.07.2022 00:00;581
10.07.2022 00:00;596
11.07.2022 00:00;1049
12.07.2022 00:00;1128
13.07.2022 00:00;975
14.07.2022 00:00;1062
15.07.2022 00:00;1012
16.07.2022 00:00;683
17.07.2022 00:00;658
18.07.2022 00:00;932
19.07.2022 00:00;893
20.07.2022 00:00;985
21.07.2022 00:00;989
22.07.2022 00:00;896
23.07.2022 00:00;492
24.07.2022 00:00;628
25.07.2022 00:00;975
26.07.2022 00:00;876
27.07.2022 00:00;855
28.07.2022 00:00;928
29.07.2022 00:00;777
30.07.2022 00:00;501
31.07.2022 00:00;584
01.08.2022 00:00;994
02.08.2022 00:00;966
03.08.2022 00:00;949
04.08.2022 00:00;1005
05.08.2022 00:00;808
06.08.2022 00:00;652
07.08.2022 00:00;589
08.08.2022 00:00;1034
09.08.2022 00:00;1032
10.08.2022 00:00;1071
11.08.2022 00:00;458
