,datum,uhrzeit_start,uhrzeit_ende,zaehlstelle,richtung_1,richtung_2,gesamt,min-temp,max-temp,niederschlag,bewoelkung,sonnenstunden
5177,2019.05.13,00:00,23:59,Olympia,1166,1199,2365,5.5,14.4,0.0,81,5.5
5183,2019.05.14,00:00,23:59,Olympia,1089,1206,2295,3.2,13.1,0.5,61,9.6
5189,2019.05.15,00:00,23:59,Olympia,963,1050,2013,4.4,9.5,0.0,99,0.1
5195,2019.05.16,00:00,23:59,Olympia,998,1076,2074,4.5,12.1,0.0,94,0.5
5201,2019.05.17,00:00,23:59,Olympia,1286,1366,2652,5.5,20.4,0.0,35,10.6
5207,2019.05.18,00:00,23:59,Olympia,1252,1375,2627,7.6,21.2,0.0,48,10.8
5213,2019.05.19,00:00,23:59,Olympia,1517,1668,3185,8.5,23.1,18.8,79,10.7
5219,2019.05.20,00:00,23:59,Olympia,404,412,816,11.3,14.6,71.2,96,0.0
5225,2019.05.21,00:00,23:59,Olympia,349,367,716,10.5,12.3,21.2,94,0.0
5231,2019.05.22,00:00,23:59,Olympia,846,887,1733,8.8,14.7,0.0,93,0.3
5237,2019.05.23,00:00,23:59,Olympia,1469,1544,3013,7.6,19.1,0.0,65,13.0
5243,2019.05.24,00:00,23:59,Olympia,4354,2174,6528,6.3,22.3,0.0,51,13.8
5249,2019.05.25,00:00,23:59,Olympia,5393,1757,7150,10.5,21.5,1.0,94,7.7
5255,2019.05.26,00:00,23:59,Olympia,5247,1956,7203,12.1,21.9,0.0,65,7.6
5261,2019.05.27,00:00,23:59,Olympia,1159,1230,2389,11.2,20.8,15.8,74,5.2
5267,2019.05.28,00:00,23:59,Olympia,518,517,1035,9.5,14.1,16.4,96,0.0
5273,2019.05.29,00:00,23:59,Olympia,823,896,1719,9.4,15.5,0.3,100,1.7
5279,2019.05.30,00:00,23:59,Olympia,1110,1206,2316,8.6,19.5,0.0,63,8.6
5285,2019.05.31,00:00,23:59,Olympia,1035,1064,2099,11.7,21.1,0.0,85,2.6
5291,2019.06.01,00:00,23:59,Olympia,1191,1192,2383,9.7,25.1,0.0,51,14.7
5297,2019.06.02,00:00,23:59,Olympia,1484,1542,3026,12.4,28.1,0.0,51,15.3
5304,2019.06.03,00:00,23:59,Olympia,1680,1743,3423,12.8,29.8,0.3,19,13.8
5309,2019.06.04,00:00,23:59,Olympia,1822,1899,3721,14.4,29.4,0.0,14,14.6
5315,2019.06.05,00:00,23:59,Olympia,1956,2012,3968,14.3,29.7,0.0,4,14.6
5321,2019.06.06,00:00,23:59,Olympia,1269,1305,2574,12.4,21.4,0.0,81,1.9
5327,2019.06.07,00:00,23:59,Olympia,1626,1721,3347,10.6,28.1,0.0,19,14.6
5333,2019.06.08,00:00,23:59,Olympia,1708,1471,3179,14.5,22.3,0.0,71,7.5
5339,2019.06.09,00:00,23:59,Olympia,2030,1814,3844,10.7,26.6,0.5,69,9.9
5345,2019.06.10,00:00,23:59,Olympia,1141,1203,2344,14.7,26.8,18.8,79,6.6
5351,2019.06.11,00:00,23:59,Olympia,902,991,1893,13.0,23.3,0.0,95,3.2
5357,2019.06.12,00:00,23:59,Olympia,1238,1295,2533,12.8,20.0,0.0,88,1.8
5363,2019.06.13,00:00,23:59,Olympia,1533,1628,3161,12.1,24.6,0.0,24,14.2
5369,2019.06.14,00:00,23:59,Olympia,1439,1499,2938,11.0,25.0,0.0,38,11.0
5375,2019.06.15,00:00,23:59,Olympia,1199,1189,2388,14.1,26.3,0.0,69,7.8
5381,2019.06.16,00:00,23:59,Olympia,848,853,1701,13.8,22.2,0.0,78,2.1
5387,2019.06.17,00:00,23:59,Olympia,1674,1712,3386,12.3,26.0,0.0,45,13.8
5393,2019.06.18,00:00,23:59,Olympia,1855,2057,3912,14.0,28.9,0.0,35,14.1
5399,2019.06.19,00:00,23:59,Olympia,1820,1761,3581,17.2,30.7,1.5,45,11.9
5405,2019.06.20,00:00,23:59,Olympia,654,795,1449,15.0,25.1,18.2,81,3.0
5411,2019.06.21,00:00,23:59,Olympia,913,920,1833,14.2,25.3,8.4,86,7.6
5417,2019.06.22,00:00,23:59,Olympia,715,757,1472,14.7,24.6,14.2,98,4.2
5423,2019.06.23,00:00,23:59,Olympia,1174,1194,2368,15.5,23.6,0.1,79,4.3
5429,2019.06.24,00:00,23:59,Olympia,2870,2654,5524,16.2,28.8,0.0,23,14.9
5435,2019.06.25,00:00,23:59,Olympia,1973,2146,4119,15.7,32.6,0.0,38,14.8
5441,2019.06.26,00:00,23:59,Olympia,2020,2127,4147,18.2,34.5,0.0,26,14.7
5447,2019.06.27,00:00,23:59,Olympia,2027,2070,4097,19.1,32.8,0.0,6,14.2
5453,2019.06.28,00:00,23:59,Olympia,2190,2218,4408,15.2,28.7,0.0,0,15.6
5459,2019.06.29,00:00,23:59,Olympia,2176,2010,4186,14.8,30.0,0.0,0,15.6
5465,2019.06.30,00:00,23:59,Olympia,1815,1905,3720,15.2,35.2,0.0,13,15.3
5471,2019.07.01,00:00,23:59,Olympia,1338,1366,2704,18.8,32.9,5.9,83,5.8
5477,2019.07.02,00:00,23:59,Olympia,1856,1988,3844,16.3,25.7,0.0,78,7.5
5483,2019.07.03,00:00,23:59,Olympia,2318,2378,4696,14.7,25.0,0.0,64,13.5
5489,2019.07.04,00:00,23:59,Olympia,2283,2386,4669,12.6,26.9,0.0,14,15.3
5495,2019.07.05,00:00,23:59,Olympia,2897,2477,5374,13.7,28.6,0.0,80,13.2
5501,2019.07.06,00:00,23:59,Olympia,1743,1854,3597,17.2,31.6,0.4,64,9.6
5507,2019.07.07,00:00,23:59,Olympia,928,1080,2008,14.4,23.5,13.0,94,3.5
5513,2019.07.08,00:00,23:59,Olympia,1350,1349,2699,13.1,18.9,0.9,98,0.8
5519,2019.07.09,00:00,23:59,Olympia,2619,2815,5434,12.4,20.8,0.0,79,8.3
5525,2019.07.10,00:00,23:59,Olympia,2634,2682,5316,11.0,22.3,0.0,64,14.1
5531,2019.07.11,00:00,23:59,Olympia,1293,1347,2640,13.5,22.2,4.1,91,2.0
5537,2019.07.12,00:00,23:59,Olympia,1158,1223,2381,13.9,21.2,6.9,98,4.0
5543,2019.07.13,00:00,23:59,Olympia,589,524,1113,13.2,18.5,12.4,94,1.6
5549,2019.07.14,00:00,23:59,Olympia,1187,1200,2387,12.6,21.4,0.6,73,3.5
5555,2019.07.15,00:00,23:59,Olympia,2065,2037,4102,12.8,24.2,0.0,61,6.4
5561,2019.07.16,00:00,23:59,Olympia,3752,3759,7511,12.8,25.0,0.0,36,12.3
5567,2019.07.17,00:00,23:59,Olympia,2466,2485,4951,13.3,27.6,0.0,81,12.9
5573,2019.07.18,00:00,23:59,Olympia,2279,2388,4667,15.3,27.8,0.2,84,11.0
5579,2019.07.19,00:00,23:59,Olympia,1825,1858,3683,16.2,27.9,0.0,100,6.7
5585,2019.07.20,00:00,23:59,Olympia,309,321,630,15.2,32.3,3.4,94,13.2
5591,2019.07.21,00:00,23:59,Olympia,1249,1213,2462,17.5,25.9,16.2,85,4.8
5597,2019.07.22,00:00,23:59,Olympia,1861,1719,3580,16.3,30.0,0.0,64,13.2
5603,2019.07.23,00:00,23:59,Olympia,1831,1930,3761,16.3,31.6,0.0,26,14.9
5609,2019.07.24,00:00,23:59,Olympia,1982,1966,3948,17.6,34.5,0.0,3,14.7
5615,2019.07.25,00:00,23:59,Olympia,1825,1940,3765,20.0,34.8,0.0,78,14.4
5621,2019.07.26,00:00,23:59,Olympia,2615,2223,4838,19.8,35.3,0.1,66,13.3
5627,2019.07.27,00:00,23:59,Olympia,1494,1251,2745,18.8,26.5,2.2,89,4.8
5633,2019.07.28,00:00,23:59,Olympia,675,710,1385,16.9,22.7,49.2,94,0.0
5639,2019.07.29,00:00,23:59,Olympia,904,918,1822,15.2,19.8,1.2,98,0.3
5645,2019.07.30,00:00,23:59,Olympia,1964,2024,3988,16.1,27.2,2.8,56,7.3
5651,2019.07.31,00:00,23:59,Olympia,1060,1113,2173,15.3,19.9,4.6,85,0.4
5657,2019.08.01,00:00,23:59,Olympia,2674,2528,5202,13.4,25.2,0.0,55,9.5
5663,2019.08.02,00:00,23:59,Olympia,1498,1645,3143,15.8,25.1,2.0,89,7.9
5669,2019.08.03,00:00,23:59,Olympia,963,1020,1983,14.3,22.5,1.1,76,4.9
5675,2019.08.04,00:00,23:59,Olympia,1906,1840,3746,13.9,26.2,0.0,36,12.3
5681,2019.08.05,00:00,23:59,Olympia,1765,1890,3655,15.5,28.9,0.0,96,6.0
5687,2019.08.06,00:00,23:59,Olympia,1521,1538,3059,19.1,28.3,0.0,91,7.1
5693,2019.08.07,00:00,23:59,Olympia,976,966,1942,15.9,25.8,6.5,95,2.2
5699,2019.08.08,00:00,23:59,Olympia,1768,1841,3609,15.0,26.6,0.0,74,9.5
5705,2019.08.09,00:00,23:59,Olympia,1847,1818,3665,13.9,32.8,0.8,61,13.6
5711,2019.08.10,00:00,23:59,Olympia,888,1068,1956,18.4,24.2,4.4,90,2.0
5717,2019.08.11,00:00,23:59,Olympia,1587,1643,3230,16.3,28.3,1.9,40,13.2
5723,2019.08.12,00:00,23:59,Olympia,410,422,832,13.9,18.3,24.2,98,0.7
5729,2019.08.13,00:00,23:59,Olympia,995,1061,2056,13.2,20.4,7.1,96,3.0
5735,2019.08.14,00:00,23:59,Olympia,2158,1808,3966,12.3,21.6,0.0,34,11.7
5741,2019.08.15,00:00,23:59,Olympia,699,841,1540,9.8,21.3,2.4,73,6.5
5747,2019.08.16,00:00,23:59,Olympia,1139,1145,2284,14.1,23.1,0.0,68,11.7
5753,2019.08.17,00:00,23:59,Olympia,1329,1349,2678,12.7,26.5,0.0,99,5.1
5759,2019.08.18,00:00,23:59,Olympia,1411,1463,2874,18.2,33.2,9.7,38,12.3
5765,2019.08.19,00:00,23:59,Olympia,704,756,1460,16.1,24.3,22.0,99,2.3
5771,2019.08.20,00:00,23:59,Olympia,466,487,953,12.7,19.3,18.4,96,0.0
5777,2019.08.21,00:00,23:59,Olympia,952,969,1921,12.7,19.4,0.0,96,2.6
5783,2019.08.22,00:00,23:59,Olympia,1098,1116,2214,13.0,20.0,0.0,85,4.0
5789,2019.08.23,00:00,23:59,Olympia,1658,1313,2971,11.4,22.3,0.0,78,1.8
5795,2019.08.24,00:00,23:59,Olympia,1033,1159,2192,15.0,27.7,0.0,53,12.4
5801,2019.08.25,00:00,23:59,Olympia,1043,1036,2079,17.2,28.3,0.0,83,8.3
5807,2019.08.26,00:00,23:59,Olympia,991,1043,2034,16.1,27.6,46.1,58,8.0
5813,2019.08.27,00:00,23:59,Olympia,1421,1383,2804,16.3,29.8,0.0,40,11.8
5819,2019.08.28,00:00,23:59,Olympia,1334,1393,2727,16.9,30.1,4.4,74,9.8
5825,2019.08.29,00:00,23:59,Olympia,1068,1129,2197,18.1,26.2,0.0,85,4.0
5831,2019.08.30,00:00,23:59,Olympia,1292,1331,2623,15.4,27.8,0.0,53,12.0
5837,2019.08.31,00:00,23:59,Olympia,985,1034,2019,15.8,29.7,0.0,20,12.1
5843,2019.09.01,00:00,23:59,Olympia,1193,1216,2409,17.7,27.0,1.7,66,10.0
5849,2019.09.02,00:00,23:59,Olympia,509,545,1054,11.5,17.9,2.4,85,0.0
5855,2019.09.03,00:00,23:59,Olympia,1427,1475,2902,9.2,22.3,0.0,23,12.2
5861,2019.09.04,00:00,23:59,Olympia,1465,1528,2993,9.5,25.8,0.0,0,12.9
5867,2019.09.05,00:00,23:59,Olympia,681,679,1360,11.0,16.9,6.4,83,1.4
5873,2019.09.06,00:00,23:59,Olympia,805,885,1690,10.6,15.0,2.7,99,0.1
5879,2019.09.07,00:00,23:59,Olympia,486,482,968,9.4,15.9,3.4,98,0.0
5885,2019.09.08,00:00,23:59,Olympia,199,195,394,8.2,11.4,25.4,98,0.0
5891,2019.09.09,00:00,23:59,Olympia,674,700,1374,7.4,13.1,1.0,83,1.0
5897,2019.09.10,00:00,23:59,Olympia,1308,1337,2645,5.7,19.4,0.0,80,11.8
5903,2019.09.11,00:00,23:59,Olympia,1296,1341,2637,10.0,21.1,0.0,68,7.5
5909,2019.09.12,00:00,23:59,Olympia,1360,1399,2759,12.7,23.6,0.0,50,9.1
5915,2019.09.13,00:00,23:59,Olympia,1383,1427,2810,11.5,25.1,0.0,25,12.0
5921,2019.09.14,00:00,23:59,Olympia,1050,1073,2123,13.5,23.8,0.0,59,9.0
5927,2019.09.15,00:00,23:59,Olympia,1946,1987,3933,11.4,26.5,0.0,13,11.2
5933,2019.09.16,00:00,23:59,Olympia,1351,1419,2770,14.3,26.9,0.1,75,7.5
5939,2019.09.17,00:00,23:59,Olympia,1240,1276,2516,11.1,20.8,0.0,63,6.0
5945,2019.09.18,00:00,23:59,Olympia,1302,1395,2697,6.7,17.4,0.0,11,11.7
5951,2019.09.19,00:00,23:59,Olympia,1168,1214,2382,5.4,16.5,0.0,40,10.9
5957,2019.09.20,00:00,23:59,Olympia,1118,1152,2270,3.4,16.5,0.0,79,10.7
5963,2019.09.21,00:00,23:59,Olympia,977,1087,2064,4.8,21.0,0.0,5,12.0
5969,2019.09.22,00:00,23:59,Olympia,964,1017,1981,7.8,19.6,0.0,94,1.4
5975,2019.09.23,00:00,23:59,Olympia,511,531,1042,11.4,15.5,9.6,98,0.0
5981,2019.09.24,00:00,23:59,Olympia,1091,1127,2218,10.3,19.3,0.2,83,5.7
5987,2019.09.25,00:00,23:59,Olympia,957,985,1942,12.8,19.6,0.6,98,3.9
5993,2019.09.26,00:00,23:59,Olympia,867,916,1783,12.6,17.9,0.3,96,1.9
5999,2019.09.27,00:00,23:59,Olympia,1005,1057,2062,13.7,22.8,12.3,98,5.1
6005,2019.09.28,00:00,23:59,Olympia,553,551,1104,12.4,18.1,0.0,95,4.7
6011,2019.09.29,00:00,23:59,Olympia,1015,1047,2062,11.2,23.6,0.1,50,10.4
6017,2019.09.30,00:00,23:59,Olympia,910,1011,1921,9.9,19.1,0.0,78,6.7
6023,2019.10.01,00:00,23:59,Olympia,1274,1326,2600,9.6,24.1,3.0,46,9.4
6029,2019.10.02,00:00,23:59,Olympia,522,565,1087,5.9,15.7,28.7,98,0.5
6035,2019.10.03,00:00,23:59,Olympia,586,610,1196,5.3,12.0,0.0,53,6.9
6041,2019.10.04,00:00,23:59,Olympia,507,511,1018,4.5,12.6,1.0,99,0.6
6047,2019.10.05,00:00,23:59,Olympia,221,245,466,5.0,11.6,3.7,95,0.4
6053,2019.10.06,00:00,23:59,Olympia,397,397,794,4.2,11.9,13.6,91,0.5
6059,2019.10.07,00:00,23:59,Olympia,544,566,1110,6.6,10.7,2.5,91,0.2
6065,2019.10.08,00:00,23:59,Olympia,960,981,1941,7.5,17.9,6.3,98,0.7
6071,2019.10.09,00:00,23:59,Olympia,474,496,970,9.1,17.3,12.3,88,0.0
6077,2019.10.10,00:00,23:59,Olympia,866,875,1741,8.5,13.8,0.6,79,3.0
6083,2019.10.11,00:00,23:59,Olympia,1312,1399,2711,7.3,19.0,0.0,75,10.7
6089,2019.10.12,00:00,23:59,Olympia,1386,1422,2808,6.2,24.4,0.0,43,10.4
6095,2019.10.13,00:00,23:59,Olympia,3028,2563,5591,8.8,24.5,0.0,25,10.3
6101,2019.10.14,00:00,23:59,Olympia,1457,1547,3004,9.2,23.4,0.0,18,9.5
6107,2019.10.15,00:00,23:59,Olympia,1483,1591,3074,8.8,23.4,3.5,41,9.7
6113,2019.10.16,00:00,23:59,Olympia,1265,1327,2592,7.8,17.2,0.0,31,9.7
6119,2019.10.17,00:00,23:59,Olympia,1310,1406,2716,6.1,20.9,0.0,73,9.4
6125,2019.10.18,00:00,23:59,Olympia,1201,1236,2437,10.9,21.0,0.0,98,4.7
6131,2019.10.19,00:00,23:59,Olympia,723,712,1435,8.5,15.5,0.0,91,2.0
6137,2019.10.20,00:00,23:59,Olympia,977,958,1935,7.0,23.0,0.0,85,5.1
6143,2019.10.21,00:00,23:59,Olympia,1216,1260,2476,11.9,20.4,0.0,94,2.5
6149,2019.10.22,00:00,23:59,Olympia,1124,1227,2351,10.5,13.1,0.0,100,0.0
6155,2019.10.23,00:00,23:59,Olympia,1252,1304,2556,9.0,16.0,0.0,83,4.5
6161,2019.10.24,00:00,23:59,Olympia,1211,1301,2512,7.4,15.5,0.0,99,2.9
6167,2019.10.25,00:00,23:59,Olympia,1174,1248,2422,8.9,18.4,0.0,78,4.3
6173,2019.10.26,00:00,23:59,Olympia,1213,1117,2330,6.6,22.1,0.0,4,9.7
6179,2019.10.27,00:00,23:59,Olympia,1260,1267,2527,10.1,22.4,4.9,54,8.5
6185,2019.10.28,00:00,23:59,Olympia,610,630,1240,7.2,12.9,3.3,99,0.0
6191,2019.10.29,00:00,23:59,Olympia,715,781,1496,6.0,7.6,1.5,99,0.0
6197,2019.10.30,00:00,23:59,Olympia,842,877,1719,3.6,6.7,1.1,98,0.1
6203,2019.10.31,00:00,23:59,Olympia,684,705,1389,2.9,6.4,0.0,100,0.0
6209,2019.11.01,00:00,23:59,Olympia,355,359,714,2.9,10.4,2.0,100,0.3
6215,2019.11.02,00:00,23:59,Olympia,525,508,1033,8.9,18.1,1.3,96,1.9
6221,2019.11.03,00:00,23:59,Olympia,467,428,895,7.9,12.4,1.2,98,0.2
6227,2019.11.04,00:00,23:59,Olympia,978,998,1976,8.7,15.1,4.7,70,4.7
6233,2019.11.05,00:00,23:59,Olympia,789,858,1647,3.5,10.4,0.2,88,0.4
6239,2019.11.06,00:00,23:59,Olympia,925,955,1880,3.7,10.1,0.0,79,0.9
6245,2019.11.07,00:00,23:59,Olympia,1035,1127,2162,2.3,11.4,0.0,56,6.6
6251,2019.11.08,00:00,23:59,Olympia,693,719,1412,3.6,7.1,3.0,100,0.0
6257,2019.11.09,00:00,23:59,Olympia,432,437,869,-0.1,7.6,0.3,74,0.4
6263,2019.11.10,00:00,23:59,Olympia,449,427,876,-1.7,1.6,0.0,83,0.0
6269,2019.11.11,00:00,23:59,Olympia,890,930,1820,-0.7,3.5,2.3,99,0.1
6275,2019.11.12,00:00,23:59,Olympia,770,826,1596,2.0,6.1,3.8,95,0.0
6281,2019.11.13,00:00,23:59,Olympia,683,711,1394,1.3,5.3,1.3,86,0.0
6287,2019.11.14,00:00,23:59,Olympia,932,915,1847,-0.3,7.1,0.0,54,6.8
6293,2019.11.15,00:00,23:59,Olympia,881,864,1745,-0.2,9.0,0.3,93,1.3
6299,2019.11.16,00:00,23:59,Olympia,389,431,820,2.3,5.6,0.3,94,0.0
6305,2019.11.17,00:00,23:59,Olympia,412,415,827,3.4,5.9,0.4,99,0.1
6311,2019.11.18,00:00,23:59,Olympia,966,1035,2001,2.8,9.4,0.0,69,7.4
6317,2019.11.19,00:00,23:59,Olympia,910,974,1884,0.7,6.1,0.0,81,1.8
6323,2019.11.20,00:00,23:59,Olympia,854,929,1783,1.4,4.3,0.0,95,0.2
6329,2019.11.21,00:00,23:59,Olympia,880,954,1834,2.7,5.7,0.0,100,0.0
6335,2019.11.22,00:00,23:59,Olympia,814,897,1711,1.4,4.8,0.0,100,0.0
6341,2019.11.23,00:00,23:59,Olympia,522,492,1014,-0.3,14.4,0.0,98,3.5
6347,2019.11.24,00:00,23:59,Olympia,703,683,1386,3.5,11.7,0.0,99,1.9
6353,2019.11.25,00:00,23:59,Olympia,908,955,1863,2.3,4.8,0.0,100,0.0
6359,2019.11.26,00:00,23:59,Olympia,897,972,1869,3.9,11.0,0.0,96,1.8
6365,2019.11.27,00:00,23:59,Olympia,993,1046,2039,3.0,10.6,0.3,93,0.2
6371,2019.11.28,00:00,23:59,Olympia,912,961,1873,7.5,11.6,1.6,79,0.5
6377,2019.11.29,00:00,23:59,Olympia,600,615,1215,2.3,8.8,3.0,99,0.1
6383,2019.11.30,00:00,23:59,Olympia,435,430,865,-0.2,5.5,0.0,75,1.7
6389,2019.12.01,00:00,23:59,Olympia,424,410,834,-1.0,1.8,1.8,98,0.0
6395,2019.12.02,00:00,23:59,Olympia,688,688,1376,0.0,1.1,0.0,98,0.0
6401,2019.12.03,00:00,23:59,Olympia,807,826,1633,-1.9,5.1,0.0,44,8.2
6407,2019.12.04,00:00,23:59,Olympia,822,835,1657,-2.9,2.8,0.0,23,8.1
6413,2019.12.05,00:00,23:59,Olympia,733,773,1506,-4.8,0.0,0.0,83,5.0
6419,2019.12.06,00:00,23:59,Olympia,768,776,1544,-3.8,9.7,0.4,54,7.8
6425,2019.12.07,00:00,23:59,Olympia,503,428,931,6.4,10.2,0.0,95,1.5
6431,2019.12.08,00:00,23:59,Olympia,476,574,1050,3.8,12.1,0.0,96,6.8
6437,2019.12.09,00:00,23:59,Olympia,793,840,1633,4.1,11.1,3.4,89,2.6
6443,2019.12.10,00:00,23:59,Olympia,857,851,1708,-1.0,4.2,0.0,53,2.2
6449,2019.12.11,00:00,23:59,Olympia,793,842,1635,-3.8,3.5,2.4,80,3.4
6455,2019.12.12,00:00,23:59,Olympia,645,690,1335,-0.2,3.6,0.9,63,0.0
6461,2019.12.13,00:00,23:59,Olympia,554,562,1116,-1.2,6.3,1.5,76,1.6
6467,2019.12.14,00:00,23:59,Olympia,277,272,549,1.8,9.8,1.6,84,2.2
6473,2019.12.15,00:00,23:59,Olympia,515,524,1039,6.1,15.4,0.0,96,4.2
6479,2019.12.16,00:00,23:59,Olympia,830,886,1716,2.3,8.6,0.0,98,1.7
6485,2019.12.17,00:00,23:59,Olympia,889,901,1790,2.1,15.7,0.0,93,4.1
6491,2019.12.18,00:00,23:59,Olympia,884,929,1813,6.3,15.1,0.0,93,4.1
6497,2019.12.19,00:00,23:59,Olympia,831,867,1698,2.8,11.3,0.0,93,4.1
6503,2019.12.20,00:00,23:59,Olympia,776,794,1570,3.2,16.1,7.9,66,3.5
6509,2019.12.21,00:00,23:59,Olympia,240,220,460,2.5,6.7,2.4,71,0.0
6515,2019.12.22,00:00,23:59,Olympia,276,283,559,1.6,8.6,0.2,99,0.0
6521,2019.12.23,00:00,23:59,Olympia,226,236,462,4.7,6.6,2.5,98,0.0
6527,2019.12.24,00:00,23:59,Olympia,120,110,230,3.7,7.0,7.4,83,2.5
6533,2019.12.25,00:00,23:59,Olympia,74,62,136,3.1,7.5,8.3,98,0.1
6539,2019.12.26,00:00,23:59,Olympia,307,257,564,1.0,5.8,1.5,81,4.8
6545,2019.12.27,00:00,23:59,Olympia,142,146,288,1.7,4.9,4.9,98,0.0
6551,2019.12.28,00:00,23:59,Olympia,253,282,535,-2.1,2.0,0.0,69,3.2
6557,2019.12.29,00:00,23:59,Olympia,301,283,584,-4.8,2.5,0.0,26,7.9
6563,2019.12.30,00:00,23:59,Olympia,322,329,651,-4.4,6.0,0.0,9,8.0
6569,2019.12.31,00:00,23:59,Olympia,413,392,805,-0.5,8.6,0.0,60,6.8
6575,2020.01.01,00:00,23:59,Olympia,259,310,569,-2.6,4.9,0.0,21,7.6
6581,2020.01.02,00:00,23:59,Olympia,369,382,751,-4.6,4.1,0.0,30,7.8
6587,2020.01.03,00:00,23:59,Olympia,376,373,749,-4.2,8.4,1.9,85,4.2
6593,2020.01.04,00:00,23:59,Olympia,174,217,391,2.8,7.0,0.8,96,0.0
6599,2020.01.05,00:00,23:59,Olympia,375,348,723,-1.3,4.7,0.0,74,0.4
6605,2020.01.06,00:00,23:59,Olympia,509,487,996,-2.5,6.0,0.0,5,8.2
6611,2020.01.07,00:00,23:59,Olympia,686,687,1373,-2.1,4.6,1.6,75,0.1
6617,2020.01.08,00:00,23:59,Olympia,798,839,1637,-1.3,7.2,0.0,74,0.2
6623,2020.01.09,00:00,23:59,Olympia,888,932,1820,3.6,14.5,0.0,96,7.6
6629,2020.01.10,00:00,23:59,Olympia,860,892,1752,2.3,11.2,0.9,55,5.6
6635,2020.01.11,00:00,23:59,Olympia,475,498,973,0.0,5.4,0.0,85,0.3
6641,2020.01.12,00:00,23:59,Olympia,607,562,1169,-3.2,5.1,0.0,56,7.5
6647,2020.01.13,00:00,23:59,Olympia,842,875,1717,-0.6,7.2,0.0,75,2.9
6653,2020.01.14,00:00,23:59,Olympia,935,975,1910,-1.1,12.8,0.0,74,7.5
6659,2020.01.15,00:00,23:59,Olympia,972,1033,2005,-0.7,12.8,0.0,39,8.4
6665,2020.01.16,00:00,23:59,Olympia,909,965,1874,0.2,12.4,0.0,63,6.5
6671,2020.01.17,00:00,23:59,Olympia,882,894,1776,-1.2,12.2,4.9,50,6.6
6677,2020.01.18,00:00,23:59,Olympia,233,241,474,0.5,6.2,2.9,93,0.0
6683,2020.01.19,00:00,23:59,Olympia,326,277,603,-0.8,1.6,1.9,78,0.3
6689,2020.01.20,00:00,23:59,Olympia,647,699,1346,-1.4,1.6,0.0,79,0.0
6695,2020.01.21,00:00,23:59,Olympia,773,763,1536,-2.9,1.4,0.0,66,7.6
6701,2020.01.22,00:00,23:59,Olympia,729,719,1448,-4.0,0.6,0.0,91,2.7
6707,2020.01.23,00:00,23:59,Olympia,645,663,1308,-3.9,0.0,0.0,99,0.0
6713,2020.01.24,00:00,23:59,Olympia,766,771,1537,-3.2,8.7,0.0,44,7.9
6719,2020.01.25,00:00,23:59,Olympia,395,415,810,-1.5,7.5,0.0,98,2.7
6725,2020.01.26,00:00,23:59,Olympia,459,433,892,0.6,8.3,1.4,99,2.1
6731,2020.01.27,00:00,23:59,Olympia,788,791,1579,2.6,10.8,0.2,96,5.4
6737,2020.01.28,00:00,23:59,Olympia,628,619,1247,1.6,6.8,2.2,88,1.7
6743,2020.01.29,00:00,23:59,Olympia,573,565,1138,1.1,4.7,2.2,95,1.8
6749,2020.01.30,00:00,23:59,Olympia,793,778,1571,2.2,10.5,2.2,86,7.2
6755,2020.01.31,00:00,23:59,Olympia,687,711,1398,8.7,14.2,0.0,78,2.1
6761,2020.02.01,00:00,23:59,Olympia,596,606,1202,5.7,16.4,10.0,75,6.1
6767,2020.02.02,00:00,23:59,Olympia,284,244,528,7.3,13.2,31.2,98,0.1
6773,2020.02.03,00:00,23:59,Olympia,323,335,658,5.9,11.1,34.8,94,0.0
6779,2020.02.04,00:00,23:59,Olympia,496,501,997,0.9,14.0,2.0,94,1.2
6785,2020.02.05,00:00,23:59,Olympia,756,761,1517,-1.0,2.6,0.0,78,0.6
6791,2020.02.06,00:00,23:59,Olympia,767,771,1538,-2.5,6.7,0.0,36,9.4
6797,2020.02.07,00:00,23:59,Olympia,711,774,1485,-3.6,4.7,0.0,9,9.4
6803,2020.02.08,00:00,23:59,Olympia,597,583,1180,-3.6,10.1,0.0,40,7.8
6809,2020.02.09,00:00,23:59,Olympia,759,715,1474,-0.6,14.2,0.0,53,8.7
6815,2020.02.10,00:00,23:59,Olympia,291,253,544,6.4,15.9,10.3,84,1.9
6821,2020.02.11,00:00,23:59,Olympia,468,497,965,1.6,9.6,2.0,88,1.4
6827,2020.02.12,00:00,23:59,Olympia,631,635,1266,1.8,4.9,0.8,84,0.6
6833,2020.02.13,00:00,23:59,Olympia,674,660,1334,1.1,9.8,4.5,94,3.6
6839,2020.02.14,00:00,23:59,Olympia,545,563,1108,4.7,8.0,0.0,94,0.4
6845,2020.02.15,00:00,23:59,Olympia,633,594,1227,0.6,12.1,0.0,88,7.4
6851,2020.02.16,00:00,23:59,Olympia,655,619,1274,6.1,17.2,0.0,99,2.0
6857,2020.02.17,00:00,23:59,Olympia,750,766,1516,7.2,14.9,0.7,98,3.5
6863,2020.02.18,00:00,23:59,Olympia,790,848,1638,4.7,9.1,0.0,70,3.6
6869,2020.02.19,00:00,23:59,Olympia,651,663,1314,2.4,6.8,0.4,88,1.2
6875,2020.02.20,00:00,23:59,Olympia,749,779,1528,1.6,11.0,0.6,66,3.9
