date,y,trend,yearly
,0.61142594,0.5502482,0.53834075
,0.6419548,0.5499774,0.5983132
,0.7182883,0.5497064,0.6661039
,0.7873236,0.54943514,0.68750167
,0.79660785,0.5491637,0.6461289
,0.7347851,0.548892,0.5745064
,0.64190143,0.54862005,0.52816826
,0.58112144,0.54834795,0.542802
,0.5925284,0.54807556,0.6069463
,0.66350615,0.547803,0.6707186
,0.7380759,0.5475302,0.68368953
,0.7585285,0.5472571,0.6331264
,0.7084948,0.54698384,0.55367464
,0.6253886,0.5467104,0.5013243
,0.5729261,0.54643667,0.5115096
,0.5941065,0.5461627,0.57298523
,0.67950326,0.54588854,0.63704515
,0.77417344,0.5456142,0.6547493
,0.8177297,0.5453395,0.61380506
,0.78766274,0.54506475,0.54716396
,0.7140642,0.5447897,0.5071297
,0.65564656,0.54451436,0.52499324
,0.65585256,0.54423887,0.5870633
,0.7121802,0.54396313,0.645345
,0.7810791,0.5436872,0.6545503
,0.8134243,0.543411,0.6070112
,0.7925606,0.5431346,0.538665
,0.7456178,0.542858,0.5014479
,0.71998423,0.54258114,0.52310795
,0.74397737,0.5423041,0.58531654
,0.8030226,0.54202676,0.6370385
,0.8504853,0.5417493,0.6332804
,0.8450957,0.54147154,0.56981707
,0.78563404,0.54119354,0.48727107
,0.7148688,0.54091537,0.44109905
,0.6880692,0.54063696,0.46002766
,0.72915465,0.5403583,0.5244497
,0.8083045,0.5400794,0.58134913
,0.85983,0.53980035,0.5846359
,0.82901406,0.53952104,0.5302693
,0.71399325,0.5392415,0.4593194
,0.57098955,0.5389617,0.42635596
,0.47738382,0.53868175,0.45701748
,0.47820207,0.53840154,0.52722037
,0.5545155,0.5381211,0.5803627
,0.6370168,0.5378404,0.5700396
,0.65545875,0.53755957,0.4961577
,0.5884911,0.5372785,0.40671206
,0.47800228,0.53699714,0.3631398
,0.39780894,0.53671557,0.3947524
,0.39965376,0.5364338,0.4764111
,0.47577125,0.53615177,0.54661566
,0.5649151,0.53586954,0.5529983
,0.5969423,0.53558713,0.4913745
,0.54319084,0.5353044,0.40903324
,0.4362379,0.53502154,0.36947012
,0.34547797,0.5347384,0.4046414
,0.32720453,0.53445506,0.4904725
,0.38579786,0.5341715,0.5640871
,0.47346067,0.53388774,0.5702052
,0.5270891,0.5336037,0.5021227
,0.5139477,0.5333195,0.40663642
,0.4525746,0.533035,0.34918004
,0.39494208,0.5327503,0.36507624
,0.3850882,0.5324654,0.43352786
,0.42623284,0.53218025,0.49392384
,0.4807022,0.5318949,0.4922459
,0.50126314,0.5316093,0.422903
,0.4686597,0.5313235,0.33421943
,0.40615067,0.53103745,0.2929961
,0.36029017,0.5307512,0.33439142
,0.36352277,0.5304647,0.43435
,0.4081038,0.530178,0.5256381
,0.4518389,0.5298911,0.54613155
,0.45130187,0.52960396,0.48381704
,0.39673674,0.52931654,0.38548255
,0.32132882,0.52902895,0.3225456
,0.27711967,0.5287411,0.33910972
,0.2955922,0.52845305,0.420455
,0.36300528,0.5281648,0.5047339
,0.42970985,0.5278763,0.5288528
,0.4469174,0.5275876,0.47453812
,0.4033839,0.5272986,0.38077134
,0.33420366,0.5270095,0.3141357
,0.2947749,0.52672005,0.31965935
,0.31924224,0.5264304,0.3886423
,0.39455292,0.52614063,0.46673098
,0.469625,0.52585053,0.4953091
,0.49279583,0.52556026,0.45470396
,0.4495275,0.52526975,0.37723625
,0.37226227,0.524979,0.32135397
,0.31537277,0.524688,0.3271874
,0.31439343,0.52439684,0.38738096
,0.36034125,0.5241054,0.45457548
,0.40821847,0.52381384,0.4786396
,0.41274485,0.52352196,0.4446497
,0.3637643,0.52322984,0.3824762
,0.29423946,0.52293754,0.34138554
,0.25484127,0.522645,0.3501558
,0.27473506,0.5223523,0.3941992
,0.33874518,0.52205926,0.4276763
,0.39855456,0.52176607,0.41120166
,0.4095099,0.52147263,0.34547123
,0.36488363,0.521179,0.2737765
,0.30120283,0.5208851,0.2502977
,0.27028105,0.520591,0.29785395
,0.2991463,0.5202967,0.38774797
,0.36858952,0.5200022,0.45834202
,0.427132,0.5197074,0.459765
,0.43020067,0.5194124,0.39156452
,0.3747778,0.5191172,0.30455986
,0.302744,0.5188217,0.2644615
,0.2696628,0.5185261,0.3033787
,0.3021552,0.5182302,0.39520496
,0.37625095,0.517934,0.47362468
,0.4338206,0.5176377,0.47992778
,0.42563218,0.51734114,0.4058658
,0.3491609,0.51704437,0.29987794
,0.2525718,0.51674736,0.23206452
,0.20112893,0.5164501,0.24385166
,0.23030365,0.5161527,0.31914878
,0.32002488,0.51585495,0.39802223
,0.40914276,0.51555705,0.42215472
,0.43950707,0.5152589,0.37779534
,0.39722395,0.5149606,0.30446061
,0.32092035,0.514662,0.2633574
,0.27146968,0.51436317,0.28983068
,0.28624117,0.5140642,0.36607146
,0.3521238,0.5137649,0.4346233
,0.41707867,0.51346546,0.44239056
,0.43083087,0.5131658,0.38172084
,0.38346994,0.51286584,0.29717743
,0.31261796,0.5125657,0.25257576
,0.27391052,0.5122653,0.2829373
,0.2975405,0.5119647,0.36756474
,0.36427772,0.5116639,0.44481117
,0.41960594,0.51136285,0.4579098
,0.41553906,0.51106155,0.39763415
,0.3483265,0.51076007,0.3098843
,0.26300958,0.51045835,0.26213726
,0.22062823,0.5101564,0.2937012
,0.25238863,0.50985426,0.386506
,0.33534443,0.5095519,0.47821385
,0.40850744,0.50924927,0.50784844
,0.41800734,0.5089464,0.45988858
,0.35776293,0.5086433,0.3744259
,0.27501804,0.50834006,0.31616774
,0.23595938,0.50803655,0.32585725
,0.27643782,0.50773287,0.39061153
,0.37432948,0.5074289,0.45496863
,0.46435544,0.5071247,0.4638854
,0.48489395,0.5068203,0.40500507
,0.42264187,0.5065157,0.31827402
,0.3223508,0.5062108,0.26590276
,0.2545186,0.50590575,0.28558475
,0.26478055,0.50560045,0.3623348
,0.3419019,0.5052949,0.44016737
,0.42739156,0.50498915,0.46461713
,0.45904705,0.5046832,0.42376152
,0.4160139,0.504377,0.35667264
,0.33265176,0.5040706,0.32294756
,0.27192652,0.5037639,0.35643658
,0.27898392,0.50345707,0.43843478
,0.34950894,0.50315,0.51100475
,0.43544534,0.50284266,0.5205393
,0.4822653,0.5025351,0.4589814
,0.46882552,0.50222737,0.3712542
,0.4199161,0.5019193,0.3228063
,0.38332468,0.5016112,0.3512779
,0.39053398,0.5013027,0.43812454
,0.43212098,0.500994,0.5216363
,0.46688855,0.50068516,0.5419735
,0.4570637,0.50037605,0.4848284
,0.4013254,0.5000667,0.3917169
,0.33899522,0.49975714,0.32943764
,0.3210837,0.49944738,0.34154776
,0.36995536,0.49913737,0.41786116
,0.45903644,0.49882716,0.5038862
,0.52931017,0.49851668,0.5423794
,0.53153044,0.49820602,0.5153813
,0.46294656,0.49789512,0.45541233
,0.37072644,0.497584,0.4183061
,0.3187513,0.49727264,0.43903768
,0.34184325,0.49696106,0.50460905
,0.4212071,0.49664927,0.5645348
,0.49919167,0.49633723,0.570478
,0.5222344,0.496025,0.51454794
,0.4799252,0.49571252,0.43654603
,0.41115957,0.49539983,0.3943473
,0.37326878,0.4950869,0.41994777
,0.39791822,0.49477378,0.49459612
,0.4673331,0.4944604,0.5624064
,0.5288127,0.49414682,0.57254237
,0.5362204,0.493833,0.5180655
,0.48640573,0.49351898,0.44198185
,0.42232895,0.4932047,0.4053905
,0.40004545,0.4928902,0.44136184
,0.44453803,0.4925755,0.5293309
,0.52852285,0.49226058,0.6094631
,0.5912507,0.49194542,0.62665564
,0.5840307,0.49163002,0.5714979
,0.50838363,0.4913144,0.48747745
,0.41740853,0.49099857,0.43894678
,0.37818787,0.49068254,0.46364537
,0.4224857,0.49036625,0.5450575
,0.5223757,0.49004975,0.625109
,0.60954064,0.48973304,0.6476369
,0.6246853,0.48941606,0.60002375
,0.5608502,0.4890989,0.5220791
,0.46860015,0.4887815,0.47586012
,0.4190389,0.48846388,0.49917087
,0.45176205,0.48814604,0.5776942
,0.546142,0.48782796,0.65632397
,0.63701385,0.48750967,0.6807182
,0.6629465,0.48719117,0.6377653
,0.61124295,0.4868724,0.5645669
,0.52636397,0.48655343,0.51961297
,0.47587413,0.48623425,0.53840506
,0.4996755,0.48591483,0.60696423
,0.5805214,0.4855952,0.6731491
,0.6577227,0.48527533,0.6867156
,0.6734841,0.48495525,0.63755774
,0.61683977,0.48463494,0.5631746
,0.5321338,0.4843144,0.5199647
,0.48566025,0.48399365,0.5404846
,0.51555496,0.48367265,0.6092324
,0.6026733,0.48335147,0.6752323
